Id	Symm1	Symm2	Symm3	Symm4	Symm5	Symm6	Symm7	Symm8	Symm9	Symm10	Symm11	Symm12	Symm13	Symm14	Symm15	Symm16	Symm17	Symm18	Symm19	Symm20	Symm21	Symm22	Symm23	Symm24	Symm25	Symm26	Symm27	Symm28	Symm29	Symm30	Symm31	Symm32	Symm33	Symm34	Symm35	Symm36	Symm37	Symm38	Symm39	Symm40	Symm41	Symm42	Symm43	Symm44	Symm45	Symm46	Symm47	Symm48	Symm49	Symm50	Symm51	Symm52	Symm53	Symm54	Symm55	Symm56	Symm57	Symm58	Symm59	Symm60	Symm61	Symm62	Symm63	Symm64	Symm65	Symm66	Symm67	Symm68	Symm69	Symm70	Symm71	Symm72	Symm73	Symm74	Symm75	Symm76	Symm77	Symm78	Symm79	Symm80	Symm81	Symm82	Symm83	Symm84	Symm85	Symm86	Symm87	Symm88	Symm89	Symm90	Symm91	Symm92	Symm93	Symm94	Symm95	Symm96	Symm97	Symm98	Symm99	Symm100	Symm101	Symm102	Symm103	Symm104	Symm105	Symm106	Symm107	Symm108	Symm109	Symm110	Symm111	Symm112
aerM_V_AMNH23	-0.232018009	0	-0.209923146	0.021383922	-0.209923146	-0.021383922	-0.202807616	0.012951252	-0.202807616	-0.012951252	-0.166903898	0.004952227	-0.166903898	-0.004952227	-0.143983923	0.040309722	-0.143983923	-0.040309722	-0.126787394	0.020289802	-0.126787394	-0.020289802	-0.107132136	0.055549659	-0.107132136	-0.055549659	-0.058371698	0.012605122	-0.058371698	-0.012605122	-0.075422858	0.06171	-0.075422858	-0.06171	-0.072294762	0.040653164	-0.033563348	0.04086953	-0.010440677	0.038929518	0.005727477	0.034177324	-0.052446405	0.049990917	-0.054544628	0.026736231	-0.072294762	-0.040653164	-0.033563348	-0.04086953	-0.010440677	-0.038929518	0.005727477	-0.034177324	-0.052446405	-0.049990917	-0.054544628	-0.026736231	0.013813303	0.030752983	0.013813303	-0.030752983	0.007877883	0	0.010893823	0.106856899	0.010893823	-0.106856899	0.050126748	0.103838463	0.050126748	-0.103838463	0.073764144	0.104642576	0.073764144	-0.104642576	0.076325519	0.021926493	0.076325519	-0.021926493	0.100025062	0.015316846	0.100025062	-0.015316846	0.094897894	0.072039732	0.094897894	-0.072039732	0.117305361	0.099654861	0.117305361	-0.099654861	0.146754401	0.097639097	0.146754401	-0.097639097	0.151781804	0.046061528	0.151781804	-0.046061528	0.196848294	0.058865465	0.196848294	-0.058865465	0.17370729	0	0.217522464	0	0.192813845	0.027504079	0.192813845	-0.027504079
aerM_V_AMNH24	-0.233483165	0	-0.204427358	0.024185969	-0.204427358	-0.024185969	-0.198049017	0.012750283	-0.198049017	-0.012750283	-0.166915839	0.004125878	-0.166915839	-0.004125878	-0.142924304	0.041992473	-0.142924304	-0.041992473	-0.128661308	0.019120315	-0.128661308	-0.019120315	-0.110672566	0.059612144	-0.110672566	-0.059612144	-0.059865681	0.011995296	-0.059865681	-0.011995296	-0.076538019	0.060748161	-0.076538019	-0.060748161	-0.074292704	0.042363909	-0.033048717	0.039936682	-0.011858542	0.038999148	0.002957701	0.034682336	-0.052544712	0.049310257	-0.054420057	0.026619905	-0.074292704	-0.042363909	-0.033048717	-0.039936682	-0.011858542	-0.038999148	0.002957701	-0.034682336	-0.052544712	-0.049310257	-0.054420057	-0.026619905	0.011586524	0.032626271	0.011586524	-0.032626271	0.006521142	0	0.007461105	0.109506378	0.007461105	-0.109506378	0.049089698	0.104436225	0.049089698	-0.104436225	0.073473224	0.105934768	0.073473224	-0.105934768	0.077961642	0.022314003	0.077961642	-0.022314003	0.104390138	0.017059524	0.104390138	-0.017059524	0.099706134	0.073868158	0.099706134	-0.073868158	0.117900466	0.1001235	0.117900466	-0.1001235	0.149031079	0.095067492	0.149031079	-0.095067492	0.157286363	0.042567275	0.157286363	-0.042567275	0.192914803	0.058306242	0.192914803	-0.058306242	0.174152918	0	0.207917342	0	0.192905827	0.030375362	0.192905827	-0.030375362
aerM_V_AMNH26	-0.226341149	0	-0.205816355	0.023753548	-0.205816355	-0.023753548	-0.199677675	0.011892305	-0.199677675	-0.011892305	-0.170169812	0.004137247	-0.170169812	-0.004137247	-0.144287819	0.038701795	-0.144287819	-0.038701795	-0.12052525	0.019958458	-0.12052525	-0.019958458	-0.107596834	0.049837924	-0.107596834	-0.049837924	-0.057560731	0.012046216	-0.057560731	-0.012046216	-0.072496234	0.057220704	-0.072496234	-0.057220704	-0.076609274	0.037608451	-0.036478109	0.039750171	-0.013986517	0.038142891	-8.69E-04	0.034731077	-0.055905841	0.048762768	-0.057714961	0.024476283	-0.076609274	-0.037608451	-0.036478109	-0.039750171	-0.013986517	-0.038142891	-8.69E-04	-0.034731077	-0.055905841	-0.048762768	-0.057714961	-0.024476283	0.009935286	0.031480081	0.009935286	-0.031480081	0.00363003	0	0.005401594	0.109802616	0.005401594	-0.109802616	0.053099851	0.102740837	0.053099851	-0.102740837	0.081516207	0.104096069	0.081516207	-0.104096069	0.07936961	0.020862571	0.07936961	-0.020862571	0.096124594	0.013339926	0.096124594	-0.013339926	0.09611678	0.072151888	0.09611678	-0.072151888	0.114639392	0.100226742	0.114639392	-0.100226742	0.148647968	0.100379082	0.148647968	-0.100379082	0.161055334	0.046036308	0.161055334	-0.046036308	0.199375548	0.058294169	0.199375548	-0.058294169	0.170951404	0	0.219105535	0	0.190739134	0.029331201	0.190739134	-0.029331201
aerM_V_FMNH105	-0.229046586	0	-0.205378801	0.025426374	-0.205378801	-0.025426374	-0.197752305	0.012280439	-0.197752305	-0.012280439	-0.167939624	0.003856596	-0.167939624	-0.003856596	-0.148486178	0.03857295	-0.148486178	-0.03857295	-0.134969262	0.014060294	-0.134969262	-0.014060294	-0.105890346	0.050874457	-0.105890346	-0.050874457	-0.06882417	0.009469862	-0.06882417	-0.009469862	-0.069730885	0.060544436	-0.069730885	-0.060544436	-0.073266732	0.038775756	-0.034978136	0.039443668	-0.01287199	0.037716351	0.004802965	0.032450916	-0.053559149	0.049116927	-0.055155016	0.02508938	-0.073266732	-0.038775756	-0.034978136	-0.039443668	-0.01287199	-0.037716351	0.004802965	-0.032450916	-0.053559149	-0.049116927	-0.055155016	-0.02508938	0.011504051	0.031414648	0.011504051	-0.031414648	0.001864154	0	0.008534767	0.112225745	0.008534767	-0.112225745	0.053782697	0.099843504	0.053782697	-0.099843504	0.078546565	0.101938351	0.078546565	-0.101938351	0.079407494	0.020158097	0.079407494	-0.020158097	0.100130923	0.016846074	0.100130923	-0.016846074	0.093435387	0.068272004	0.093435387	-0.068272004	0.121688628	0.094919231	0.121688628	-0.094919231	0.147166589	0.095073195	0.147166589	-0.095073195	0.158738198	0.042287224	0.158738198	-0.042287224	0.198238204	0.056705729	0.198238204	-0.056705729	0.175259788	0	0.212720803	0	0.192427046	0.028429719	0.192427046	-0.028429719
aerM_V_FMNH68	-0.230683766	0	-0.204056164	0.023603432	-0.204056164	-0.023603432	-0.202414015	0.013933861	-0.202414015	-0.013933861	-0.164323012	0.005348612	-0.164323012	-0.005348612	-0.140324122	0.036889509	-0.140324122	-0.036889509	-0.126928328	0.018062869	-0.126928328	-0.018062869	-0.100741596	0.055774582	-0.100741596	-0.055774582	-0.061844685	0.013060299	-0.061844685	-0.013060299	-0.071102115	0.061192719	-0.071102115	-0.061192719	-0.077026847	0.040257441	-0.038232103	0.040259392	-0.01459651	0.038643327	2.21E-04	0.033977421	-0.058584949	0.049732966	-0.058802731	0.026484539	-0.077026847	-0.040257441	-0.038232103	-0.040259392	-0.01459651	-0.038643327	2.21E-04	-0.033977421	-0.058584949	-0.049732966	-0.058802731	-0.026484539	0.011717015	0.029538655	0.011717015	-0.029538655	0.005454878	0	0.002897138	0.109836226	0.002897138	-0.109836226	0.054880682	0.099017392	0.054880682	-0.099017392	0.077613026	0.103821477	0.077613026	-0.103821477	0.074530328	0.021679272	0.074530328	-0.021679272	0.100287533	0.015393063	0.100287533	-0.015393063	0.09461256	0.072768251	0.09461256	-0.072768251	0.118737835	0.100495083	0.118737835	-0.100495083	0.147869272	0.098472176	0.147869272	-0.098472176	0.156834957	0.043269365	0.156834957	-0.043269365	0.202574246	0.054343735	0.202574246	-0.054343735	0.175022592	0	0.215037836	0	0.193785512	0.029540569	0.193785512	-0.029540569
aerM_V_FMNH70	-0.228896412	0	-0.205139488	0.022851986	-0.205139488	-0.022851986	-0.201870618	0.011609257	-0.201870618	-0.011609257	-0.167412847	0.003627349	-0.167412847	-0.003627349	-0.148552412	0.035722233	-0.148552412	-0.035722233	-0.129511368	0.014869131	-0.129511368	-0.014869131	-0.102147404	0.053671636	-0.102147404	-0.053671636	-0.065323633	0.010695163	-0.065323633	-0.010695163	-0.068229121	0.059658529	-0.068229121	-0.059658529	-0.07421375	0.039343505	-0.036498991	0.040617922	-0.013650117	0.039349172	0.001951922	0.034628709	-0.054627055	0.048413456	-0.056442125	0.025203478	-0.07421375	-0.039343505	-0.036498991	-0.040617922	-0.013650117	-0.039349172	0.001951922	-0.034628709	-0.054627055	-0.048413456	-0.056442125	-0.025203478	0.012099911	0.032639182	0.012099911	-0.032639182	0.005038146	0	0.014086418	0.109344302	0.014086418	-0.109344302	0.051087039	0.100460719	0.051087039	-0.100460719	0.073223011	0.104625505	0.073223011	-0.104625505	0.07611284	0.021937834	0.07611284	-0.021937834	0.100592345	0.015771368	0.100592345	-0.015771368	0.091172783	0.067639197	0.091172783	-0.067639197	0.119088296	0.097738738	0.119088296	-0.097738738	0.149560481	0.09863463	0.149560481	-0.09863463	0.159897157	0.040987744	0.159897157	-0.040987744	0.199422816	0.057658131	0.199422816	-0.057658131	0.176210506	0	0.212853228	0	0.192721176	0.029558623	0.192721176	-0.029558623
aerM_V_FMNH71	-0.226245878	0	-0.203581845	0.022993137	-0.203581845	-0.022993137	-0.201853834	0.012211246	-0.201853834	-0.012211246	-0.169209542	0.004849997	-0.169209542	-0.004849997	-0.14610255	0.036058682	-0.14610255	-0.036058682	-0.131822547	0.016501941	-0.131822547	-0.016501941	-0.103497434	0.050798527	-0.103497434	-0.050798527	-0.068082615	0.011484166	-0.068082615	-0.011484166	-0.067975676	0.058368483	-0.067975676	-0.058368483	-0.074175244	0.035926484	-0.03751317	0.039864369	-0.015267587	0.040041621	0.003200536	0.036474818	-0.054591229	0.048859321	-0.05406198	0.02569809	-0.074175244	-0.035926484	-0.03751317	-0.039864369	-0.015267587	-0.040041621	0.003200536	-0.036474818	-0.054591229	-0.048859321	-0.05406198	-0.02569809	0.012565461	0.033781682	0.012565461	-0.033781682	0.003741727	0	0.013740305	0.109452758	0.013740305	-0.109452758	0.052541674	0.102382232	0.052541674	-0.102382232	0.073745065	0.105608034	0.073745065	-0.105608034	0.075075127	0.021750621	0.075075127	-0.021750621	0.101798058	0.017994574	0.101798058	-0.017994574	0.094239775	0.067334375	0.094239775	-0.067334375	0.118841377	0.098973887	0.118841377	-0.098973887	0.14827098	0.09895326	0.14827098	-0.09895326	0.158899327	0.042057579	0.158899327	-0.042057579	0.200025381	0.055167925	0.200025381	-0.055167925	0.173305264	0	0.213447734	0	0.192667766	0.028381305	0.192667766	-0.028381305
aerM_V_FMNH72	-0.228171946	0	-0.208526354	0.023298042	-0.208526354	-0.023298042	-0.204768445	0.01230366	-0.204768445	-0.01230366	-0.167517405	0.00489815	-0.167517405	-0.00489815	-0.147739385	0.036312001	-0.147739385	-0.036312001	-0.136329513	0.014877087	-0.136329513	-0.014877087	-0.100874312	0.052895115	-0.100874312	-0.052895115	-0.067976689	0.011717358	-0.067976689	-0.011717358	-0.065871935	0.058550868	-0.065871935	-0.058550868	-0.072880103	0.038542961	-0.035401521	0.039798481	-0.013549874	0.039279339	0.003704776	0.03467061	-0.05310671	0.048016138	-0.053782643	0.027025895	-0.072880103	-0.038542961	-0.035401521	-0.039798481	-0.013549874	-0.039279339	0.003704776	-0.03467061	-0.05310671	-0.048016138	-0.053782643	-0.027025895	0.012772102	0.032767433	0.012772102	-0.032767433	0.004224862	0	0.011775315	0.109288919	0.011775315	-0.109288919	0.052227149	0.099540957	0.052227149	-0.099540957	0.076961308	0.101979052	0.076961308	-0.101979052	0.080085479	0.02273912	0.080085479	-0.02273912	0.099909792	0.017652256	0.099909792	-0.017652256	0.094284166	0.065223642	0.094284166	-0.065223642	0.120745892	0.09736035	0.120745892	-0.09736035	0.147406765	0.095798177	0.147406765	-0.095798177	0.158610676	0.041697393	0.158610676	-0.041697393	0.19329448	0.057201434	0.19329448	-0.057201434	0.178376784	0	0.208245172	0	0.195209552	0.027638038	0.195209552	-0.027638038
aerM_V_FMNH73	-0.236373634	0	-0.203094885	0.023005085	-0.203094885	-0.023005085	-0.197299209	0.010853984	-0.197299209	-0.010853984	-0.162689822	0.004302085	-0.162689822	-0.004302085	-0.146226571	0.038341754	-0.146226571	-0.038341754	-0.120612468	0.017578637	-0.120612468	-0.017578637	-0.107143747	0.053303221	-0.107143747	-0.053303221	-0.06598834	0.010284817	-0.06598834	-0.010284817	-0.070669637	0.060412007	-0.070669637	-0.060412007	-0.07589901	0.037779175	-0.037183044	0.039277885	-0.01305842	0.038531147	0.003594	0.034782807	-0.056072051	0.046576079	-0.057944258	0.024686499	-0.07589901	-0.037779175	-0.037183044	-0.039277885	-0.01305842	-0.038531147	0.003594	-0.034782807	-0.056072051	-0.046576079	-0.057944258	-0.024686499	0.014808948	0.035345983	0.014808948	-0.035345983	0.009009452	0	0.009385471	0.114447846	0.009385471	-0.114447846	0.046235743	0.106599409	0.046235743	-0.106599409	0.07130667	0.109213173	0.07130667	-0.109213173	0.079517108	0.020765585	0.079517108	-0.020765585	0.098415076	0.015336531	0.098415076	-0.015336531	0.09355614	0.068830022	0.09355614	-0.068830022	0.118236418	0.100428917	0.118236418	-0.100428917	0.146115632	0.100990538	0.146115632	-0.100990538	0.160697233	0.042643043	0.160697233	-0.042643043	0.197351532	0.059654159	0.197351532	-0.059654159	0.17471711	0	0.212134488	0	0.194917783	0.029362876	0.194917783	-0.029362876
aerM_V_FMNH82	-0.233979392	0	-0.204553015	0.022475097	-0.204553015	-0.022475097	-0.202359776	0.012427579	-0.202359776	-0.012427579	-0.169635071	0.004202405	-0.169635071	-0.004202405	-0.144420447	0.036188886	-0.144420447	-0.036188886	-0.133807209	0.015170522	-0.133807209	-0.015170522	-0.103672754	0.0500832	-0.103672754	-0.0500832	-0.067654992	0.012052143	-0.067654992	-0.012052143	-0.070221172	0.058124223	-0.070221172	-0.058124223	-0.072226091	0.036920148	-0.035858673	0.038387046	-0.01174038	0.03893065	0.004528782	0.034353445	-0.053218486	0.04806511	-0.054501852	0.025222088	-0.072226091	-0.036920148	-0.035858673	-0.038387046	-0.01174038	-0.03893065	0.004528782	-0.034353445	-0.053218486	-0.04806511	-0.054501852	-0.025222088	0.013306971	0.033447111	0.013306971	-0.033447111	0.007637335	0	0.012578638	0.108923539	0.012578638	-0.108923539	0.052971655	0.10362793	0.052971655	-0.10362793	0.0718128	0.107637663	0.0718128	-0.107637663	0.076003659	0.020293234	0.076003659	-0.020293234	0.101217081	0.014983773	0.101217081	-0.014983773	0.095190692	0.068720062	0.095190692	-0.068720062	0.120770863	0.097230808	0.120770863	-0.097230808	0.148378686	0.095954461	0.148378686	-0.095954461	0.157160661	0.039665194	0.157160661	-0.039665194	0.197173275	0.056281483	0.197173275	-0.056281483	0.172504355	0	0.213095227	0	0.193147394	0.027597816	0.193147394	-0.027597816
aerM_V_FMNH83	-0.232103419	0	-0.201798691	0.022880648	-0.201798691	-0.022880648	-0.192589331	0.010849089	-0.192589331	-0.010849089	-0.166805516	0.005021149	-0.166805516	-0.005021149	-0.143946657	0.038000895	-0.143946657	-0.038000895	-0.127264863	0.015882708	-0.127264863	-0.015882708	-0.102177019	0.054845383	-0.102177019	-0.054845383	-0.067794644	0.010828986	-0.067794644	-0.010828986	-0.070206734	0.061657874	-0.070206734	-0.061657874	-0.077171444	0.039149872	-0.036632713	0.042571904	-0.009596735	0.043004749	0.006729614	0.037746393	-0.056137139	0.050421704	-0.058513414	0.025887977	-0.077171444	-0.039149872	-0.036632713	-0.042571904	-0.009596735	-0.043004749	0.006729614	-0.037746393	-0.056137139	-0.050421704	-0.058513414	-0.025887977	0.017879679	0.035138328	0.017879679	-0.035138328	0.006545571	0	0.010483925	0.108256504	0.010483925	-0.108256504	0.048134705	0.108886935	0.048134705	-0.108886935	0.074661415	0.111975609	0.074661415	-0.111975609	0.075551731	0.022375278	0.075551731	-0.022375278	0.095754462	0.013908786	0.095754462	-0.013908786	0.088727566	0.072757328	0.088727566	-0.072757328	0.113228852	0.103903271	0.113228852	-0.103903271	0.146778189	0.10507198	0.146778189	-0.10507198	0.158648305	0.045049581	0.158648305	-0.045049581	0.200574419	0.063052952	0.200574419	-0.063052952	0.170473221	0	0.217143095	0	0.192452804	0.03452782	0.192452804	-0.03452782
aerM_V_FMNH84	-0.236507022	0	-0.205840797	0.023552563	-0.205840797	-0.023552563	-0.200724837	0.011686792	-0.200724837	-0.011686792	-0.167856577	0.003288347	-0.167856577	-0.003288347	-0.144127076	0.037066662	-0.144127076	-0.037066662	-0.123129877	0.016979665	-0.123129877	-0.016979665	-0.104332417	0.051672676	-0.104332417	-0.051672676	-0.069077306	0.011318384	-0.069077306	-0.011318384	-0.067813581	0.057151671	-0.067813581	-0.057151671	-0.075289663	0.038340736	-0.036582349	0.040166986	-0.014489447	0.039071981	0.002125702	0.035051968	-0.054839785	0.048566106	-0.056665927	0.025742179	-0.075289663	-0.038340736	-0.036582349	-0.040166986	-0.014489447	-0.039071981	0.002125702	-0.035051968	-0.054839785	-0.048566106	-0.056665927	-0.025742179	0.012532441	0.033229721	0.012532441	-0.033229721	0.003406548	0	0.009791564	0.110100609	0.009791564	-0.110100609	0.053611254	0.103158978	0.053611254	-0.103158978	0.07680564	0.10534805	0.07680564	-0.10534805	0.076986788	0.01990536	0.076986788	-0.01990536	0.099809011	0.014243271	0.099809011	-0.014243271	0.092510609	0.068652917	0.092510609	-0.068652917	0.122443395	0.097135593	0.122443395	-0.097135593	0.148197842	0.096768537	0.148197842	-0.096768537	0.159335464	0.040903833	0.159335464	-0.040903833	0.196034686	0.058239727	0.196034686	-0.058239727	0.176492319	0	0.211190404	0	0.193294116	0.030856388	0.193294116	-0.030856388
aerM_V_FMNH85	-0.232840188	0	-0.208114296	0.021340129	-0.208114296	-0.021340129	-0.200618772	0.01129151	-0.200618772	-0.01129151	-0.169334766	0.004825854	-0.169334766	-0.004825854	-0.14869659	0.034936769	-0.14869659	-0.034936769	-0.132944635	0.015962335	-0.132944635	-0.015962335	-0.101219627	0.053084682	-0.101219627	-0.053084682	-0.066419654	0.010225509	-0.066419654	-0.010225509	-0.067148077	0.057936337	-0.067148077	-0.057936337	-0.071814036	0.036053749	-0.035950856	0.038585502	-0.013163776	0.038372223	0.003692848	0.034593896	-0.052615934	0.048068064	-0.052949389	0.025824745	-0.071814036	-0.036053749	-0.035950856	-0.038585502	-0.013163776	-0.038372223	0.003692848	-0.034593896	-0.052615934	-0.048068064	-0.052949389	-0.025824745	0.013572844	0.031565851	0.013572844	-0.031565851	0.006037944	0	0.006969394	0.109993028	0.006969394	-0.109993028	0.052869293	0.10203742	0.052869293	-0.10203742	0.073708719	0.106876263	0.073708719	-0.106876263	0.080113728	0.020977653	0.080113728	-0.020977653	0.10077803	0.015955842	0.10077803	-0.015955842	0.096814726	0.06762743	0.096814726	-0.06762743	0.120147321	0.09916894	0.120147321	-0.09916894	0.149030934	0.096999811	0.149030934	-0.096999811	0.155305566	0.03874705	0.155305566	-0.03874705	0.196937918	0.056487844	0.196937918	-0.056487844	0.172178153	0	0.215510666	0	0.190605803	0.026912075	0.190605803	-0.026912075
aerM_V_FMNH86	-0.228037938	0	-0.20589496	0.022622706	-0.20589496	-0.022622706	-0.204684409	0.01166291	-0.204684409	-0.01166291	-0.168396354	0.004763423	-0.168396354	-0.004763423	-0.146055231	0.035752164	-0.146055231	-0.035752164	-0.132516127	0.014857554	-0.132516127	-0.014857554	-0.103800529	0.050070593	-0.103800529	-0.050070593	-0.069663595	0.011461232	-0.069663595	-0.011461232	-0.067708181	0.055928108	-0.067708181	-0.055928108	-0.073553928	0.036820638	-0.035182761	0.040182545	-0.012888658	0.038215027	0.005188418	0.032030698	-0.053235353	0.047428937	-0.055538088	0.026026436	-0.073553928	-0.036820638	-0.035182761	-0.040182545	-0.012888658	-0.038215027	0.005188418	-0.032030698	-0.053235353	-0.047428937	-0.055538088	-0.026026436	0.012954037	0.032372465	0.012954037	-0.032372465	0.005163311	0	0.010313798	0.108369287	0.010313798	-0.108369287	0.051750825	0.098516098	0.051750825	-0.098516098	0.073500906	0.101495849	0.073500906	-0.101495849	0.079266159	0.020505579	0.079266159	-0.020505579	0.096974168	0.015012017	0.096974168	-0.015012017	0.093115295	0.067378288	0.093115295	-0.067378288	0.121259736	0.097770092	0.121259736	-0.097770092	0.14640284	0.096394457	0.14640284	-0.096394457	0.162288146	0.042432828	0.162288146	-0.042432828	0.198547751	0.058682844	0.198547751	-0.058682844	0.176066751	0	0.214337901	0	0.193791081	0.029670242	0.193791081	-0.029670242
aerM_V_FMNH87	-0.229754074	0	-0.201532662	0.024742521	-0.201532662	-0.024742521	-0.198621799	0.013642797	-0.198621799	-0.013642797	-0.166598984	0.004918747	-0.166598984	-0.004918747	-0.144396247	0.03874369	-0.144396247	-0.03874369	-0.129463371	0.015272616	-0.129463371	-0.015272616	-0.105102795	0.048580088	-0.105102795	-0.048580088	-0.068881645	0.011455592	-0.068881645	-0.011455592	-0.06870771	0.058946336	-0.06870771	-0.058946336	-0.07527247	0.038196523	-0.037070959	0.038564202	-0.014506124	0.038925671	0.002808711	0.036187874	-0.055246993	0.048752707	-0.056876126	0.024190522	-0.07527247	-0.038196523	-0.037070959	-0.038564202	-0.014506124	-0.038925671	0.002808711	-0.036187874	-0.055246993	-0.048752707	-0.056876126	-0.024190522	0.012804534	0.033826665	0.012804534	-0.033826665	0.006075358	0	0.011889127	0.113097377	0.011889127	-0.113097377	0.050082836	0.104428729	0.050082836	-0.104428729	0.073903672	0.109675489	0.073903672	-0.109675489	0.077010487	0.021294759	0.077010487	-0.021294759	0.098294972	0.015287223	0.098294972	-0.015287223	0.091413285	0.069495936	0.091413285	-0.069495936	0.121389602	0.099898754	0.121389602	-0.099898754	0.148689417	0.098822757	0.148689417	-0.098822757	0.157795396	0.040777525	0.157795396	-0.040777525	0.200182404	0.054943783	0.200182404	-0.054943783	0.176717162	0	0.213510499	0	0.192738967	0.028922391	0.192738967	-0.028922391
aerM_V_FMNH88	-0.234009564	0	-0.200912004	0.02462272	-0.200912004	-0.02462272	-0.195810447	0.011740868	-0.195810447	-0.011740868	-0.167382987	0.004355008	-0.167382987	-0.004355008	-0.145348543	0.038828311	-0.145348543	-0.038828311	-0.132675661	0.014793818	-0.132675661	-0.014793818	-0.10559194	0.053802222	-0.10559194	-0.053802222	-0.066385701	0.011548916	-0.066385701	-0.011548916	-0.071150517	0.061003645	-0.071150517	-0.061003645	-0.075692767	0.040533666	-0.035710029	0.041093396	-0.012218631	0.039210937	0.005580006	0.034465018	-0.053914053	0.049252871	-0.057129791	0.025753274	-0.075692767	-0.040533666	-0.035710029	-0.041093396	-0.012218631	-0.039210937	0.005580006	-0.034465018	-0.053914053	-0.049252871	-0.057129791	-0.025753274	0.015044128	0.033900893	0.015044128	-0.033900893	0.007658321	0	0.011685791	0.11083353	0.011685791	-0.11083353	0.051689103	0.106807569	0.051689103	-0.106807569	0.073902098	0.107775065	0.073902098	-0.107775065	0.0737528	0.018800419	0.0737528	-0.018800419	0.098586696	0.015198642	0.098586696	-0.015198642	0.094085699	0.072542052	0.094085699	-0.072542052	0.119485438	0.099602334	0.119485438	-0.099602334	0.147330252	0.098442839	0.147330252	-0.098442839	0.159607557	0.04052582	0.159607557	-0.04052582	0.195591225	0.059790817	0.195591225	-0.059790817	0.175898319	0	0.208061205	0	0.194778138	0.029365463	0.194778138	-0.029365463
aerM_V_FMNH95	-0.231211698	0	-0.205953632	0.022899009	-0.205953632	-0.022899009	-0.198631859	0.012835126	-0.198631859	-0.012835126	-0.168745551	0.003842442	-0.168745551	-0.003842442	-0.14696625	0.038687919	-0.14696625	-0.038687919	-0.126967666	0.016867849	-0.126967666	-0.016867849	-0.104281773	0.052959453	-0.104281773	-0.052959453	-0.067427544	0.011724543	-0.067427544	-0.011724543	-0.06927079	0.058650093	-0.06927079	-0.058650093	-0.074929815	0.038830491	-0.035727452	0.0403057	-0.013370097	0.039921665	0.003646719	0.035710349	-0.055155842	0.049269508	-0.055894624	0.025646517	-0.074929815	-0.038830491	-0.035727452	-0.0403057	-0.013370097	-0.039921665	0.003646719	-0.035710349	-0.055155842	-0.049269508	-0.055894624	-0.025646517	0.014292367	0.033535257	0.014292367	-0.033535257	0.00837693	0	0.005249882	0.10301211	0.005249882	-0.10301211	0.054801156	0.102427854	0.054801156	-0.102427854	0.077164122	0.104423062	0.077164122	-0.104423062	0.077327878	0.020878808	0.077327878	-0.020878808	0.09823027	0.016844594	0.09823027	-0.016844594	0.090322591	0.067762193	0.090322591	-0.067762193	0.117431632	0.097782758	0.117431632	-0.097782758	0.148774031	0.09853174	0.148774031	-0.09853174	0.160870519	0.044115461	0.160870519	-0.044115461	0.198953288	0.059306287	0.198953288	-0.059306287	0.173658846	0	0.213945753	0	0.193873522	0.031702537	0.193873522	-0.031702537
aerM_V_FMNH96	-0.229163751	0	-0.1993957	0.022547021	-0.1993957	-0.022547021	-0.193531111	0.010506402	-0.193531111	-0.010506402	-0.163206721	0.004669558	-0.163206721	-0.004669558	-0.143540803	0.039672177	-0.143540803	-0.039672177	-0.126196182	0.017131535	-0.126196182	-0.017131535	-0.103498725	0.056804227	-0.103498725	-0.056804227	-0.066677939	0.011090688	-0.066677939	-0.011090688	-0.073133913	0.061085999	-0.073133913	-0.061085999	-0.078348057	0.039287272	-0.036898378	0.04217909	-0.012196451	0.040856014	0.006490885	0.033835038	-0.057295503	0.049408041	-0.060213746	0.02510185	-0.078348057	-0.039287272	-0.036898378	-0.04217909	-0.012196451	-0.040856014	0.006490885	-0.033835038	-0.057295503	-0.049408041	-0.060213746	-0.02510185	0.015524976	0.034074956	0.015524976	-0.034074956	0.004747448	0	0.009351945	0.113104362	0.009351945	-0.113104362	0.050410614	0.109482539	0.050410614	-0.109482539	0.074910609	0.112403371	0.074910609	-0.112403371	0.074238035	0.022753151	0.074238035	-0.022753151	0.097353689	0.016968913	0.097353689	-0.016968913	0.089792994	0.074475306	0.089792994	-0.074475306	0.116723175	0.104053124	0.116723175	-0.104053124	0.146726766	0.104433554	0.146726766	-0.104433554	0.156931682	0.042598084	0.156931682	-0.042598084	0.20080997	0.061070357	0.20080997	-0.061070357	0.171711085	0	0.219368026	0	0.191536485	0.030559056	0.191536485	-0.030559056
