	Long	Lat	Elevation	Elev_Range	Temp	Temp_Seas	Prec	Prec_Seas
81	-10519639.38	3357713.384	66.789	114.628	22.94	481.868	666.821	112.239
106	-10421703.73	3107292.711	35.395	249.33	24.377	436.145	690.937	117.707
118	-10314500.74	2987356.871	52.643	247.748	24.561	345.007	809.412	114.155
129	-10220042.45	2874944.051	73.018	178.238	23.237	287.665	1037.75	116.371
136	-9554776.573	2895419.097	61.068	107.168	22.875	393.661	866.636	78.923
137	-9454475.121	2885759.454	41.932	81.057	23.186	403.359	927.687	78.307
144	-9554776.573	2777599.451	40.505	83.623	24.294	378.579	1184.08	86.732
145	-9447486.609	2767343.506	14.552	23.941	24.514	379.157	986.888	83.433
146	-10146346.85	2638022.87	87.798	231.907	22.731	246.125	1234.069	120.879
152	-9554776.573	2658952.054	86.988	121.685	21.615	308.149	1194.233	76.057
153	-9425230.979	2659234.512	35.164	71.95	23.537	339.121	1413.459	70.241
154	-8687996.303	2614872.589	13.13	141.059	26.085	194.594	858.615	71.286
155	-8576641.454	2652563.901	10.184	13.052	25.79	192.552	1030.66	65.951
156	-8492201.033	2664269.405	11.994	11.076	25.604	189.813	1120.795	56.895
157	-8407375.897	2651119.598	18.03	168.87	25.447	199.959	1234.888	50.891
158	-10142733.86	2530670.244	96.008	225.104	21.273	218.726	1269.014	114.808
165	-9458290.293	2539512.608	104.732	141.378	17.68	230.774	1427.011	74.043
166	-9355431.408	2530083.385	57.7	150.457	21.846	280.357	1604.029	57.044
167	-8686400.051	2539512.608	19.793	35.514	25.99	200.971	1077.24	76.179
168	-8589913.77	2539512.608	19.486	27.145	25.727	194.199	1154.544	64.401
169	-8463277.407	2520562.66	14.113	12.972	25.734	178.38	1187.563	56.575
170	-10112721.12	2431850.257	67.901	231.025	25.026	182.015	1259.588	114.353
171	-10032944.94	2389210.242	88.411	229.401	23.303	166.693	1025.358	111.001
172	-9940721.694	2419317.011	99.308	96.749	23.255	172.173	901.227	108.958
173	-9844235.414	2419317.011	111.422	121.47	20.605	183.197	953.227	108.326
174	-9747749.133	2419317.011	108.947	94.196	21.452	193.626	1015.008	111.487
178	-9361804.012	2419317.011	105.884	169.965	17.952	197.206	1203.649	80.366
179	-8768984.596	2397544.471	105.884	169.965	26.397	208.49	1322.541	83.69
180	-8686400.051	2419317.011	33.977	42.494	25.748	205.678	1126.724	74.061
181	-8589913.77	2419317.011	28.352	35.771	25.429	180.058	996.972	60.554
182	-8469157.037	2408274.198	28.352	35.771	26.072	161.657	1311.242	53.304
183	-9925717.138	2291191.081	102.855	209.275	22.696	137.461	1073.498	109.195
184	-9830504.958	2264395.636	79.725	217.987	25.115	109.954	911.255	114.728
185	-9747749.133	2298401.341	89.62	87.443	25.3	147.805	1077.265	115.67
186	-9651262.853	2298401.341	105.311	91.164	23.872	172.177	1106.669	110.926
187	-9554776.573	2298401.341	108.426	34.021	24.038	168.743	935.528	107.159
189	-9361804.012	2298401.341	104.841	133.152	20.181	213.241	1641.345	86.295
190	-9244225.578	2306174.392	22.162	71.797	25.608	236.117	1937.138	89.941
191	-9159371.182	2298654.975	33.827	79.025	25.287	234.705	1866.279	77.276
192	-9054181.116	2285028.14	12.081	17.818	26.094	226.482	2294.163	60.178
193	-8967199.817	2304113.167	12.081	17.818	26.494	217.51	1971.129	57.157
194	-8870461.572	2314131.935	12.081	17.818	26.795	206.857	1776.246	60.573
195	-8788849.656	2304745.511	21.378	35.166	26.464	210.01	1421.18	70.219
196	-8686400.051	2298401.341	44.67	31.803	25.446	196.222	1206.238	66.404
197	-8589913.77	2298401.341	29.017	42.892	25.335	174.681	1235.558	59.513
198	-8498776.74	2300352.518	16.538	96.758	26.222	159.029	1401.253	54.89
199	-9734368.109	2185517.49	95.38	121.23	24.352	81.943	1286.134	111.555
200	-9642533.139	2146890.154	99.435	144.998	23.317	110.181	1304.768	108.62
205	-9168831.452	2176801.851	42.176	93.054	25.024	208.967	2267.652	81.588
206	-9072345.172	2176801.851	56.746	99.25	24.587	209.54	2299.024	58.147
207	-8975858.891	2176801.851	80.731	144.776	23.017	196.653	2349.035	59.781
208	-8879372.611	2176801.851	68.074	129.399	23.699	192.018	2311.555	57.272
209	-8782886.331	2176801.851	37.329	84.833	25.974	192.714	2203.215	63.546
210	-8686400.051	2176801.851	45.384	31.196	25.4	181.62	1760.742	58.498
211	-8589913.77	2176801.851	42.131	70.377	24.904	173.673	1802.551	53.533
212	-9441742.618	2045913.868	74.133	163.371	25.316	120.974	1434.124	111.008
215	-9148395.158	2053645.33	38.143	163.165	26.504	135.861	943.75	107.071
216	-9063708.731	2032373.149	72.746	169.984	24.874	128.365	1124.389	100.952
217	-8975858.891	2054554.957	91.139	120.646	23.395	154.431	1379.595	102.143
219	-8782886.331	2054554.957	57.568	110.895	24.633	152.703	2902.66	61.859
220	-8686400.051	2054554.957	46.717	35.792	25.713	162.101	3241.687	57.701
221	-8558611.843	2027703.91	46.418	80.589	24.593	157.876	2925.763	62.722
222	-8956385.271	1922789.513	70.989	182.699	25.068	93.298	2080.603	98.196
226	-8589913.77	1931697.231	68.331	106.295	24.001	141.321	1977.249	65.659
227	-8495009.96	1950032.601	67.804	100.588	24.068	147.481	1625.693	57.85
228	-8396941.21	1931697.231	88.463	112.078	22.8	150.205	1345.187	55.386
229	-8300454.93	1931697.231	80.575	88.35	23.538	142.697	1411.712	50.47
230	-8203968.649	1931697.231	45.972	80.932	25.236	125.194	2491.77	44.849
231	-8094754.932	1931964.352	16.222	29.212	25.873	119.583	2903.168	48.987
232	-8847887.717	1806023.582	61.303	190.511	26.588	68.161	2168.076	90.502
235	-8589913.77	1808265.389	89.871	93.564	22.237	103.311	1617.217	89.049
239	-8203968.649	1808265.389	52.563	54.016	24.91	103.192	2320.073	54.777
240	-8078602.612	1780025.468	52.563	54.016	25.455	100.925	2688.034	54.987
241	-8455199.484	1672280.554	61.376	238.825	26.112	84.359	1828.123	96.83
242	-8417551.574	1664419.498	54.275	101.559	25.541	94.042	1430.457	94.54
243	-8300454.93	1684296.285	83.494	55.598	22.579	102.331	1499.577	72.078
244	-8203968.649	1684296.285	41.838	52.256	24.77	93.046	2191.094	63.501
245	-8082691.426	1667642.754	15.333	22.635	25.478	87.134	2497.82	60.851
246	-8373708.665	1545448.931	55.648	174.585	26.997	95.121	1526.306	102.553
247	-8300454.93	1559826.898	44.217	66.012	25.748	88.419	1463.071	88.114
248	-8203968.649	1559826.898	44.915	51.497	24.993	84.402	2025.65	65.364
249	-8086162.368	1551942.942	24.913	185.212	25.421	80.439	2923.042	58.017
250	-6941622.834	1529101.535	37.179	228.598	28.692	103.101	452.013	87.8
251	-8284639.17	1417230.688	49.819	159.417	26.223	71.941	1689.461	88.312
252	-8203968.649	1434894.326	29.617	76.895	25.913	75.773	2376.551	62.38
253	-8090132.318	1431505.071	32.804	87.878	25.664	76.836	3325.17	47.371
254	-7155577.859	1394484.981	113.477	236.168	19.923	64.824	1411.498	72.037
255	-7043720.211	1430032.981	56.627	154.057	25.856	79.14	1080.695	72.763
256	-6918596.831	1411409.592	56.627	154.057	27.917	77.509	764.235	75.82
257	-6845807.756	1398164.05	44.985	235.639	27.385	77.591	712.665	68.804
258	-6744529.4	1433113.42	58.754	244.65	25.549	86.996	693.963	56.81
259	-6653579.903	1422764.458	38.361	88.493	25.788	70.41	918.923	43.975
260	-8197857.137	1265763.784	57.943	127.887	25.002	76.3	2480.347	71.297
261	-8081426.401	1315142.641	69.198	131.249	23.022	70.88	3323.303	43.42
262	-7243253.531	1314188.565	22.98	52.947	27.755	46.798	1296.496	65.671
263	-7142619.567	1309535.775	56.383	177.227	25.457	59.145	1450.335	64.853
264	-7046133.286	1309535.775	80.211	140.374	23.489	61.082	1380.455	62.198
265	-6922799.811	1319559.149	33.254	229.069	27.56	60.508	1038.781	55.531
266	-6854394.65	1287515.148	61.99	228.151	25.387	53.17	972.089	57.387
267	-6756674.446	1309535.775	84.175	62.662	23.713	58.202	871.785	52.812
268	-6660188.165	1309535.775	67.974	88.983	24.209	51.41	1054.283	55.282
269	-6561145.971	1320878.221	72.503	97.862	24.006	58.051	1099.207	61.238
270	-6459067.08	1306774.39	78.675	73.002	22.912	73.427	1113.494	62.397
271	-6376866.969	1312575.581	48.903	81.513	25.522	71.551	1196.994	56.992
272	-6262284.766	1278479.586	35.257	110.402	26.007	55.695	1017.398	64.354
273	-6176462.19	1308263.613	76.591	134.241	22.974	61.208	1126.816	59.935
274	-8091678.143	1165915.534	102.274	154.81	21.106	65.056	2893.113	60.65
275	-8011142.321	1160947.449	94.763	149.94	20.695	63.917	3104.072	42.582
276	-7697716.742	1156932.779	40.024	139.375	26.216	65.122	2583.319	58.382
277	-7530643.967	1151429.533	41.877	29.53	25.823	42.517	2361.236	53.95
278	-7327661.579	1169061.192	29.017	157.83	27.594	34.561	1461.284	61.079
279	-7239105.847	1183788.551	23.036	48.478	27.721	48.513	1695.43	62.5
280	-7142619.567	1183788.551	26.656	98.579	27.92	54.896	1814.221	61.453
281	-7046133.286	1183788.551	50.391	120.672	25.823	48.379	1997.85	52.599
282	-6935119.596	1177064.74	9.401	52.121	28.46	55.954	1586.008	40.661
283	-6857833.34	1177395.53	104.222	230.821	21.794	43.602	1175.353	48.39
284	-6756674.446	1183788.551	86.484	120.329	23.143	47.988	1309.479	60.124
285	-6660188.165	1183788.551	34.672	55.936	26.889	62.331	1360.357	75.068
286	-6563701.885	1183788.551	34.179	36.069	27.005	79.772	1279.975	79.093
287	-6467215.605	1183788.551	40.411	31.89	26.803	74.401	1140.599	84.653
288	-6370729.325	1183788.551	37.752	25.084	26.383	60.346	1047.466	83.042
289	-6274243.044	1183788.551	35.292	36.111	26.599	53.623	1087.753	78.497
290	-6177756.764	1183788.551	47.033	28.9	26.089	57.565	1040.921	72.755
291	-6081270.484	1183788.551	19.776	32.716	26.709	61.818	1210.338	61.279
292	-5978445.982	1210835.016	7.557	8.254	26.44	58.132	1598.207	48.119
293	-5899106.616	1162600.534	10.792	15.533	26.32	53.941	1883.47	42.113
294	-8016174.682	1078121.013	64.745	231.861	24.88	71.709	3167.896	61.03
295	-7896916.893	1034445.415	67.529	236.155	23.865	59.67	3065.256	58.913
296	-7798938.375	1022958.441	45.379	88.411	25.436	60.762	2664.013	64.078
297	-7426030.682	1062768.212	51.045	239.146	25.79	27.343	2271.851	48.248
298	-7335592.127	1057690.051	35.368	68.686	26.787	29.576	1947.285	52.105
299	-7239105.847	1057690.051	25.805	78.972	27.649	40.484	2664.928	59.479
300	-7142619.567	1057690.051	51.312	107.109	26.4	43.494	2415.024	55.766
302	-6949647.006	1057690.051	87.347	162.032	22.585	52.212	1687.84	40.681
303	-6853160.726	1057690.051	87.156	158.128	21.459	40.824	1496.5	56.676
304	-6756674.446	1057690.051	33.831	32.334	27.68	50.032	1587.726	73.186
305	-6660188.165	1057690.051	27.009	6.041	27.602	68.033	1551.504	79.971
306	-6563701.885	1057690.051	23.87	6	27.467	94.541	1479.423	86.18
307	-6467215.605	1057690.051	24.454	21.25	27.408	72.57	1412.155	89.098
308	-6370729.325	1057690.051	28.719	26.665	27.192	58.045	1333.112	85.988
309	-6274243.044	1057690.051	31.217	32.675	27.344	58.037	1247.349	81.389
310	-6177756.764	1057690.051	32.506	34.696	27.262	64.228	1187.603	75.947
311	-6081270.484	1057690.051	34.882	47.965	26.595	69.218	1249.322	65.135
312	-5962362.579	1071918.939	43.885	67.569	25.456	57.926	1513.252	50.938
313	-5789247.323	1056258.911	16.435	25.547	26.168	50.894	2055.176	38.52
314	-7500845.896	912048.789	80.027	210.525	24.83	38.22	2957.255	55.626
315	-7432078.407	931277.753	30.578	90.493	26.839	33.091	3606.726	39.384
316	-7335592.127	931277.753	113.073	126.757	21.11	36.373	2709.424	40.317
317	-7239105.847	931277.753	80.641	129.413	24.362	40.026	3212.867	44.847
318	-7142619.567	931277.753	45.088	93.497	26.867	33.708	2756.761	47.443
319	-7046133.286	931277.753	136.837	153.238	17.203	36.275	1563.674	47.083
320	-6949647.006	931277.753	75.797	144.871	22.24	37.991	2287.783	51.864
321	-6853160.726	931277.753	36.34	8.53	26.97	62.246	1928.458	67.199
322	-6756674.446	931277.753	31.217	5.001	27.35	76.406	1862.9	75.379
323	-6660188.165	931277.753	27.241	4.927	27.371	91.025	1882.703	81.013
324	-6563701.885	931277.753	23.49	6.065	27.588	98.951	1889.906	85.557
325	-6467215.605	931277.753	24.344	62.59	27.426	84.413	1816.303	84.688
326	-6370729.325	931277.753	39.4	78.852	26.869	64.728	1812.897	80.053
327	-6274243.044	931277.753	31.463	64.074	27.114	56.396	1782.101	75.994
328	-6177756.764	931277.753	48.36	29.662	26.496	58.42	1711.14	74.368
329	-6081270.484	931277.753	54.509	18.895	25.958	61.141	1620.895	61.777
330	-5984784.204	931277.753	45.189	31.116	25.769	57.762	1632.162	58.034
331	-5888297.923	931277.753	39.866	15.904	25.682	56.857	1748.44	47.072
332	-5791811.643	931277.753	31.414	26.369	25.975	53.637	1916.863	44.715
333	-5662973.423	907554.442	22.243	33.271	26.443	51.416	2069.35	40.482
334	-7447840.811	792303.653	50.911	231.086	26.396	28.432	5593.048	18.25
335	-7335592.127	804589.209	129.514	98.165	19.601	33.988	2769.226	32.017
336	-7239105.847	804589.209	94.896	125.409	22.542	36.864	2678.232	34.063
337	-7142619.567	804589.209	85.879	132.122	23.378	33.792	2350.531	40.413
338	-7046133.286	804589.209	155.598	88.845	14.49	36.153	1499.422	48.38
339	-6949647.006	804589.209	93.423	168.052	20.791	62.092	2288.064	61.179
340	-6853160.726	804589.209	35.433	7.933	26.769	87.67	2308.625	69.511
341	-6756674.446	804589.209	31.184	4.83	27.195	95.701	2291.756	74.453
342	-6660188.165	804589.209	29.398	5.899	27.55	101.369	2334.296	76.457
343	-6563701.885	804589.209	25.95	17.155	27.791	114.209	2317.011	77.946
344	-6467215.605	804589.209	53.094	89.109	25.923	94.205	2234.78	76.071
345	-6370729.325	804589.209	71.408	67.738	24.875	57.626	2252.7	73.521
346	-6274243.044	804589.209	63.153	95.259	25.047	45.329	2382.723	66.633
347	-6177756.764	804589.209	61.14	52.115	25.549	44.847	2413.569	67.106
348	-6081270.484	804589.209	73.089	74.069	25.194	48.952	2283.273	60.433
349	-5984784.204	804589.209	67.673	80.103	24.379	50.585	2043.592	50.098
350	-5888297.923	804589.209	73.739	81.461	23.617	52.381	1996.604	46.096
351	-5791811.643	804589.209	43.264	67.091	25.343	55.833	2086.758	43.218
352	-5664359.444	822182.737	28.776	24.773	26.183	54.348	1993.662	43.425
353	-5577830.229	811793.131	13.947	23.105	26.733	52.634	2096.933	44.781
354	-5505004.196	764226.156	11.505	64.874	27.153	54.283	1891.524	44.966
355	-7443030.39	674403.174	36.596	100.552	25.859	25.751	6440.477	16.582
356	-7335592.127	677662.034	120.261	136.989	19.819	28.384	2785.324	26.567
357	-7239105.847	677662.034	109.323	165.418	19.972	31.768	2189.885	35.654
358	-7142619.567	677662.034	151.024	88.821	15.55	36.577	1621.339	39.519
359	-7046133.286	677662.034	120.43	142.655	19.188	64.463	2308.476	57.232
360	-6949647.006	677662.034	45.045	81.424	26.468	104.347	2645.202	63.371
361	-6853160.726	677662.034	35.508	6.933	26.834	102.812	2596.814	67.634
362	-6756674.446	677662.034	34.104	6.112	27.151	100.193	2691.011	70.24
363	-6660188.165	677662.034	32.626	6.872	27.575	96.095	2710.309	69.603
364	-6563701.885	677662.034	32.646	47.174	27.532	97.073	2644.444	68.381
365	-6467215.605	677662.034	75.897	83.274	24.782	71.307	2522.502	68.289
366	-6370729.325	677662.034	50.869	65.852	26.77	53.035	2640.59	69.354
367	-6274243.044	677662.034	80.281	81.28	24.596	39.625	2727.572	60.97
368	-6177756.764	677662.034	66.016	59.428	25.401	40.826	2808.582	60.278
369	-6081270.484	677662.034	69.655	51.593	25.318	43.833	2721.509	57.081
370	-5984784.204	677662.034	101.629	74.727	22.761	43.27	2303.117	52.016
371	-5888297.923	677662.034	98.077	52.892	21.941	45.947	2057.341	49.359
372	-5791811.643	677662.034	82.92	82.45	23.03	51.017	2070.436	54.953
373	-5695325.363	677662.034	38.257	63.663	26.023	59.533	2215.625	48.553
374	-5598839.083	677662.034	23.983	25.625	26.653	65.261	2083.539	49.111
375	-5508704.25	689932.809	19.277	32.436	26.76	64.282	2087.32	47.592
376	-5405866.522	677662.034	18.493	25.22	26.751	66.395	2187.954	43.737
377	-5309380.242	677662.034	21.825	39.756	26.484	63.908	2310.619	40.82
378	-5107804.048	655554.264	29.549	105.983	25.628	46.317	2851.966	47.523
379	-7335592.127	550533.898	136.558	106.408	17.469	27.18	1731.27	32.194
380	-7239105.847	550533.898	97.446	144.669	22.782	41.603	1812.113	39.974
382	-7046133.286	550533.898	48.939	73.913	26.164	104.987	2933.543	57.994
383	-6949647.006	550533.898	41.67	9.257	26.736	118.741	2598.155	64.088
384	-6853160.726	550533.898	39.999	7.265	26.698	102.048	2601.006	65.684
385	-6756674.446	550533.898	39.044	7.958	26.666	90.234	2738.909	62.572
386	-6660188.165	550533.898	35.71	9.004	26.882	81.055	2835.198	59.583
387	-6563701.885	550533.898	32.326	7.924	27.196	75.862	2942.82	57.667
388	-6467215.605	550533.898	45.963	86.071	26.808	72.158	3017.425	57.927
389	-6370729.325	550533.898	60.569	89.395	26.075	48.805	2944.868	57.878
390	-6274243.044	550533.898	97.964	68.377	23.332	32.666	2901.852	52.226
391	-6177756.764	550533.898	83.527	66.485	24.289	38.204	2827.587	50.185
392	-6081270.484	550533.898	75.37	56.238	24.627	42.992	2722.156	47.564
393	-5984784.204	550533.898	70.643	67.109	24.641	48.779	2293.614	50.556
394	-5888297.923	550533.898	56.862	76.293	25.348	60.482	1836.355	62.602
395	-5791811.643	550533.898	57.987	61.146	25.738	57.08	1710.564	67.107
396	-5695325.363	550533.898	37.666	41.552	26.377	56.641	1918.287	60.335
397	-5598839.083	550533.898	33.851	20.411	26.45	62.69	2036.574	55.766
398	-5502352.802	550533.898	44.671	40.697	25.953	68.885	2137.917	50.984
399	-5405866.522	550533.898	38.494	38.369	26.186	71.034	2261.911	48.428
400	-5309380.242	550533.898	34.818	35.89	26.112	62.736	2400.659	44.632
401	-5212893.962	550533.898	37.386	24.617	25.551	52.777	2581.236	43.299
402	-5116407.681	550533.898	36.32	37.97	25.326	46.693	2947.544	47.321
403	-7446001.862	418851.697	91.354	150.357	22.163	24.054	3235.641	27.986
404	-7335592.127	423242.519	144.347	110.097	16.076	24.107	1643.827	32.043
406	-7142619.567	423242.519	74.445	124.763	23.555	65.592	2529.913	43.6
407	-7046133.286	423242.519	46.97	7.843	26.838	101.189	2757.635	54.435
408	-6949647.006	423242.519	44.503	8.659	26.995	106.603	2636.476	58.345
409	-6853160.726	423242.519	43.476	10.445	26.487	88.152	2621.474	56.992
410	-6756674.446	423242.519	40.809	12.659	26.352	77.575	2845.053	54.695
411	-6660188.165	423242.519	37.73	8.72	26.411	69.543	3038.945	51.013
412	-6563701.885	423242.519	32.883	5.723	26.719	65.421	3225.975	47.309
413	-6467215.605	423242.519	33.287	8.352	26.975	63.128	3339.16	45.811
414	-6370729.325	423242.519	49.73	91.43	26.134	49.271	3125.654	43.375
415	-6274243.044	423242.519	63.545	75.599	25.477	37.322	2748.251	42.666
416	-6177756.764	423242.519	87.214	49.971	23.898	36.123	2696.297	44.874
417	-6081270.484	423242.519	63.286	53.272	25.262	46.705	2474.628	47.034
418	-5984784.204	423242.519	46.56	32.805	26.223	56.303	2165.417	53.983
419	-5888297.923	423242.519	30.191	9.6	27.478	71.325	1771.073	73.157
420	-5791811.643	423242.519	36.22	62.464	27.375	71.948	1634.245	79.377
421	-5695325.363	423242.519	42.746	42.44	26.497	61.43	1697.986	73.037
422	-5598839.083	423242.519	45.11	23.399	26.095	60.311	1904.381	62.965
423	-5502352.802	423242.519	49.697	22.547	25.796	62.219	2049.454	56.745
424	-5405866.522	423242.519	51.283	32.777	25.753	64.479	2151.459	55.256
425	-5309380.242	423242.519	46.465	27.961	25.702	57.3	2326.392	50.784
426	-5212893.962	423242.519	43.288	22.117	25.495	50.107	2489.084	47.906
427	-5116407.681	423242.519	41.114	25.096	25.426	52.121	2679.309	48.844
428	-5019921.401	423242.519	31.964	29.87	25.736	57.093	2936.258	52.256
429	-4930954.237	409484.009	17.147	28.798	26.292	63.283	2893.493	57.558
430	-7528862.03	312492.564	45.078	238.966	25.096	25.11	4260.682	21.701
431	-7432078.407	295825.652	134.103	123.996	18.227	31.881	2237.256	37.063
432	-7335592.127	295825.652	133.225	114.57	17.181	25.651	1725.872	26.016
433	-7239105.847	295825.652	89.566	112.378	21.808	48.611	2088.676	31.416
434	-7142619.567	295825.652	54.69	29.23	25.662	73.03	2385.14	43.73
435	-7046133.286	295825.652	49.45	15.339	26.928	94.046	2559.87	52.014
436	-6949647.006	295825.652	45.528	9.259	27.047	94.927	2661.196	53.907
437	-6853160.726	295825.652	44.951	16.556	26.396	79.019	2795.291	50.179
438	-6756674.446	295825.652	43.335	8.904	26.023	67.018	3063.954	43.604
439	-6660188.165	295825.652	40.675	12.897	25.985	59.582	3297.462	36.378
440	-6563701.885	295825.652	36.775	26.143	26.181	54.495	3500.841	32.712
441	-6467215.605	295825.652	32.198	5.179	26.5	50.936	3429.204	32.169
442	-6370729.325	295825.652	38.46	55.314	26.648	45.088	3048.643	34.745
443	-6274243.044	295825.652	57.208	47.31	25.888	37.704	2571.535	35.695
444	-6177756.764	295825.652	76.032	74.454	24.431	36.403	2500.292	39.952
445	-6081270.484	295825.652	55.9	60.184	25.652	46.035	2280.188	48.788
446	-5984784.204	295825.652	41.234	54.222	26.56	55.317	2034.709	58.835
447	-5888297.923	295825.652	32.373	34.616	27.26	64.135	1792.337	72.602
448	-5791811.643	295825.652	42.965	28.413	27.024	66.121	1712.536	80.73
449	-5695325.363	295825.652	49.545	18.755	26.313	60.515	1668.851	73.816
450	-5598839.083	295825.652	50.088	13.109	26.004	57.556	1810.199	65.238
451	-5502352.802	295825.652	51.52	17.993	25.906	54.802	1886.808	60.429
452	-5405866.522	295825.652	62.245	24.319	25.403	56.053	1878.612	60.196
453	-5309380.242	295825.652	60.002	26.543	25.162	54.17	2083.837	54.994
454	-5212893.962	295825.652	51.07	14.966	25.391	54.322	2272.247	51.097
455	-5116407.681	295825.652	45.05	21.896	25.504	57.654	2419.829	49.685
456	-5019921.401	295825.652	40.667	17.214	25.715	64.952	2575.592	52.848
457	-4903230.417	277258.303	21.276	29.945	26.48	75.058	2593.565	60.274
458	-7625134.48	163338.276	43.6	145.647	25.079	30.437	2543.27	36.777
459	-7528564.688	168321.08	120.252	163.177	18.719	27.686	2479.451	29.995
461	-7335592.127	168321.08	72.673	115.03	23.029	47.626	3265.282	29.507
462	-7239105.847	168321.08	50.604	63.361	25.337	70.386	2889.824	37.238
463	-7142619.567	168321.08	49.501	6.762	25.677	75.863	2537.037	42.208
464	-7046133.286	168321.08	51.282	21.176	26.179	80.825	2535.305	43.756
465	-6949647.006	168321.08	47.464	9.403	26.405	78.632	2719.399	42.33
466	-6853160.726	168321.08	47.571	15.084	25.964	66.755	2976.55	36.41
467	-6756674.446	168321.08	43.934	8.585	25.615	56.426	3284.309	29.465
468	-6660188.165	168321.08	37.472	8.043	25.756	52.126	3347.859	24.968
469	-6563701.885	168321.08	33.74	11.833	26.097	46.111	3570.581	22.312
470	-6467215.605	168321.08	31.914	4.235	26.653	38.633	3219.053	24.141
471	-6370729.325	168321.08	58.505	94.466	25.513	33.894	2886.009	27.447
472	-6274243.044	168321.08	63.025	68.917	25.104	32.943	2611.344	31.013
473	-6177756.764	168321.08	46.792	58.633	25.933	38.816	2419.69	38.287
474	-6081270.484	168321.08	36.622	77.427	26.383	45.06	2075.823	47.01
475	-5984784.204	168321.08	31.974	61.75	26.631	50.169	1962.642	57.415
476	-5888297.923	168321.08	25.629	22.843	27.215	55.366	1941.14	66.126
477	-5791811.643	168321.08	41.223	29.218	26.68	56.534	1873.4	68.794
478	-5695325.363	168321.08	56.598	29.145	25.831	56.05	1819.129	63.025
479	-5598839.083	168321.08	60.031	28.507	25.489	55.266	1897.533	58.163
480	-5502352.802	168321.08	52.117	15.123	25.904	54.126	1959.356	56.957
481	-5405866.522	168321.08	58.108	4.765	25.563	55.886	2002.653	57.095
482	-5309380.242	168321.08	60.062	10.671	25.195	54.974	2098.998	53.931
483	-5212893.962	168321.08	55.282	18.207	25.24	57.804	2233.997	50.521
484	-5116407.681	168321.08	49.599	25.681	25.391	62.208	2357.089	48.931
485	-5019921.401	168321.08	38.836	12.545	25.907	68.355	2405.534	52.597
486	-4923435.121	168321.08	18.469	33.365	26.67	78.442	2365.286	64.609
487	-7720943.185	29659.464	53.504	231.705	24.561	62.934	1596.973	86.383
488	-7625050.968	40766.607	97.303	164.966	20.665	38.779	2040.002	60.223
490	-7432078.407	40766.607	65.791	121.597	23.487	41.774	3286.483	19.626
491	-7335592.127	40766.607	49.302	7.664	25.163	59.316	3467.698	25.392
492	-7239105.847	40766.607	45.697	8.142	25.526	71.661	2873.221	34.019
493	-7142619.567	40766.607	45.259	7.118	25.774	74.733	2754.878	36.87
494	-7046133.286	40766.607	48.285	23.563	25.908	72.228	2686.756	34.46
495	-6949647.006	40766.607	43.112	10.905	26.14	65.775	2794.009	29.891
496	-6853160.726	40766.607	44.813	20.598	25.8	57.385	3010.082	22.884
497	-6756674.446	40766.607	40.381	13.528	25.605	50.324	3231.501	18.981
498	-6660188.165	40766.607	35.101	12.759	25.575	47.8	3393.012	17.646
499	-6563701.885	40766.607	31.29	6.268	25.782	45.349	3310.187	17.923
500	-6467215.605	40766.607	31.316	15.808	26.256	40.942	2855.444	20.67
501	-6370729.325	40766.607	39.782	67.831	26.039	34.825	2474.741	24.264
502	-6274243.044	40766.607	32.139	91.468	26.392	34.654	2511.214	28.974
503	-6177756.764	40766.607	23.15	11.398	26.635	37.733	2577.917	35.078
504	-6081270.484	40766.607	21.467	18.893	26.663	40.642	2286.387	39.618
505	-5984784.204	40766.607	20.88	5.819	26.769	42.608	2164.561	44.854
506	-5888297.923	40766.607	23.814	13.052	26.903	46.076	2126.454	47.994
507	-5791811.643	40766.607	36.625	12.811	26.61	49.585	2060.6	48.973
508	-5695325.363	40766.607	44.497	23.856	26.31	53.343	2056.25	48.021
509	-5598839.083	40766.607	46.977	20.958	26.179	55.366	2159.14	48.391
510	-5502352.802	40766.607	45.527	18.588	26.179	56.341	2272.433	49.649
511	-5405866.522	40766.607	54.851	16.288	25.634	57.804	2306.367	50.201
512	-5309380.242	40766.607	64.481	14.769	24.875	58.77	2306.305	50.166
513	-5212893.962	40766.607	52.546	28.348	25.33	60.221	2301.323	49.374
514	-5116407.681	40766.607	45.533	31.508	25.574	62.249	2354.556	50.042
515	-5019921.401	40766.607	32.493	41.171	26.053	65.895	2374.313	53.764
516	-4910239.914	4540.253	26.463	243.929	26.791	75.551	2219.872	65.956
517	-7741405.626	-79337.997	38.147	39.42	24.617	76.614	1417.549	108.449
518	-7625050.968	-86799.952	138.002	173.368	15.406	46.033	1582.822	60.518
520	-7432078.407	-86799.952	55.635	28.295	24.55	47.35	3715.679	18.787
521	-7335592.127	-86799.952	47.671	12.521	25.25	57.109	3122.539	21.99
522	-7239105.847	-86799.952	44.578	6.231	25.585	67.793	2879.125	27.027
523	-7142619.567	-86799.952	42.567	5.966	25.847	68.402	2817.841	26.346
524	-7046133.286	-86799.952	43.864	17.134	25.919	63.095	2709.203	23.293
525	-6949647.006	-86799.952	39.977	10.26	26.072	56.6	2806.919	19.808
526	-6853160.726	-86799.952	37.929	9.052	26.007	50.212	2965.153	16.201
527	-6756674.446	-86799.952	34.955	14.54	25.874	45.963	3087.393	17.526
